release	nodes	arcs	loops	successoravggap	avglocality	minoutdegree	maxoutdegree	minoutdegreenode	maxoutdegreenode	dangling	terminal	percdangling	avgoutdegree	successorlogdeltastats	successoravglogdelta	minindegree	maxindegree	minindegreenode	maxindegreenode	avgindegree	sccs	maxsccsize	percmaxscc	minsccsize	percminscc
cc-main-2024-jun-jul-aug	159674761	1761783181	0	5206050.515	42305217.012	0	87485221	0	111498293	110626345	110626345	69.28229878484052	11.033573308432883	848879,598119,628373,757497,935128,1183403,1532348,2009525,2504402,2571415,3189155,3871195,4425026,7738494,11327235,18363966,27175112,37025102,51309827,61265673,46977639,60840281,86196370,150625141,290182414,427089283,438834991,21777188	11.960	0	20526625	159674567	44660635	11.033573308432883	119676389	39895198	24.98528743687927	1	6.262730526335343E-7
cc-main-2024-jul-aug-sep	95369395	1673843124	0	3083828.851	24141942.656	0	5614034	0	46461951	47804375	47804375	50.12548837077136	17.55115594473468	918198,633776,668635,805600,998183,1265373,1632691,2155386,2776287,2959612,3939197,4905391,5240468,8451449,12545109,20513337,30512070,40928203,57009315,69904049,60396277,78807074,131115633,233461568,386125064,434337858,80837321	11.560	0	19902538	95369268	26053305	17.55115594473468	60605672	34555583	36.23340905119509	1	1.0485544130797936E-6
cc-main-2024-aug-sep-oct	96021021	1679689064	0	3004648.554	24080226.466	0	5614034	0	46748249	49972324	49972324	52.043108352284655	17.492930678168896	906499,634068,677859,832869,1059387,1386672,1828696,2475203,3178659,3456141,4246489,6427016,7090064,8295054,12403256,20292239,30573137,41362501,57773332,73490151,63350295,78381364,127387739,230365461,385039604,432814361,83960948	11.536	0	19262862	96020920	23441352	17.492930678168896	62100048	33723117	35.12055657062842	1	1.0414386241529342E-6
cc-main-2024-sep-oct-nov	98031234	1763636882	0	2912068.141	24068479.169	0	5613426	0	47833299	52101196	52101196	53.147546831859735	17.990560865529858	910525,635595,677457,836375,1076283,1432725,1919318,2610219,3334503,3562138,4294273,6823003,8589895,9627941,13503850,21863186,33159074,45557228,63552657,82393819,69490015,80984853,129015447,235375737,399541349,448525667,94343750	11.514	0	19357386	98031145	24628362	17.990560865529858	63890079	33949188	34.63099117981112	1	1.0200830482252217E-6
cc-main-2024-oct-nov-dec	98727688	1753180580	0	2921340.200	23619251.027	0	5093944	0	15681765	52924585	52924585	53.606628568066945	17.75773965252787	892654,627602,674591,838438,1088152,1456780,1985518,2774620,3637914,3926338,4297085,6826512,9634347,11046611,15353688,24995960,36575049,47012170,64877906,85007005,70589549,80335430,127848554,232043702,392774357,431510398,94549650	11.463	0	19548353	98727614	28464328	17.75773965252787	65134401	33402615	33.83307730248884	1	1.012887083915102E-6
cc-main-2024-25-nov-dec-jan	100765998	1914696705	0	2744992.733	23830566.539	0	6160204	0	49835785	54709869	54709869	54.29397821276975	19.001416579032938	911493,644828,698060,873707,1142752,1548667,2129287,2966419,3888905,4335377,4684907,7143842,10644971,11912750,16945305,28163073,40600835,52286377,72122641,94543335,78575522,87842130,137449948,248458254,425024627,467233615,111925078	11.461	0	19804810	100765967	28632531	19.001416579032938	66282890	34303081	34.04231752857745	1	9.923982492586438E-7
cc-main-2024-25-dec-jan-feb	106478170	1940380995	0	2913422.696	25491851.490	0	6397298	0	55026487	60539913	60539913	56.85664300954834	18.22327520279509	901451,641133,697183,878360,1164954,1596296,2234967,3173618,4254915,4830044,5012769,6828745,10205873,11675652,17321468,29318670,41525113,51475134,70893613,93627793,78535874,85851336,132327469,236780478,414153084,487548362,146926641	11.498	0	19763669	106478144	31274366	18.22327520279509	71583700	34736549	32.62316491727835	1	9.391596418308091E-7
cc-main-2025-jan-feb-mar	135153877	2037859503	0	3413745.038	31727437.321	0	10968122	0	98706448	88705097	88705097	65.63266919823543	15.078069147805504	900619,645116,706220,900625,1223923,1723680,2481969,3621447,5035529,6079683,5891028,6643207,10530763,10438827,12821599,21382203,30232294,37833287,49706650,68174056,85991565,118803028,137273947,210921012,385597659,533389585,288850380,59602	11.714	0	19891106	135153847	44085277	15.078069147805504	98921479	36097302	26.708299311310174	1	7.39897383779823E-7
cc-main-2025-feb-mar-apr	157123147	2082046433	0	3800050.990	37054652.905	0	11887203	0	8837690	110141020	110141020	70.09853233145846	13.25104844673204	872354,629575,695464,893781,1222084,1721483,2459270,3558410,4963757,6055379,5676708,5739289,9170984,9855680,10984699,17931425,25654356,35148992,44495309,62021056,80320511,110698165,138086842,193421415,364932877,535443014,391989700,17403854	11.854	0	19871687	157123081	55061591	13.25104844673204	120210817	36786112	23.41228055978283	1	6.364434643101949E-7
cc-main-2025-mar-apr-may	156144386	2140217715	0	3597455.233	36931022.701	0	11887203	0	8868716	109633188	109633188	70.21269916165926	13.706658111934937	868318,630059,699074,903934,1236083,1736333,2462390,3575432,4966955,5942196,5558507,5256450,8872253,9503169,10336184,17071816,24828732,34541734,45289403,63317133,82022412,114993701,145399653,200386847,376978709,556325588,400366797,16147853	11.871	0	19296180	156144289	53701912	13.706658111934937	120282353	35725798	22.879975973007443	1	6.404328875455054E-7
cc-main-2025-apr-may-jun	161816883	2227023429	0	3587769.421	38663364.736	0	20451317	0	156419803	115712095	115712095	71.50804839072323	13.762614800830146	847006,619685,693163,903833,1250728,1779740,2569604,3798830,5321168,6130431,5786101,5120836,8085263,9547839,11879539,19574798,29342630,43188717,59664635,81689467,103567029,103749364,120380271,200264270,366532135,546264639,456210515,32261193	11.849	0	18764872	161816757	63867739	13.762614800830146	126731857	34946553	21.59635777930539	1	6.179824882673089E-7
cc-main-2025-may-jun-jul	209497416	2552643505	0	3798887.568	44658205.899	0	40544857	0	202178728	163210711	163210711	77.90583488628805	12.184606157624398	807738,590767,657873,856407,1181365,1685207,2452756,3645691,5213570,6502927,6599403,5531748,7513548,8621653,10223014,16711727,25282921,35593378,49940296,76813257,107814059,158117163,205645287,255737533,329850004,511060079,595383184,122610950	11.970	0	18644992	209497327	89197972	12.184606157624398	173585840	35792164	17.084775880958837	1	4.773328564587164E-7
cc-main-2025-jun-jul-aug	207560453	3902327394	0	2430653.854	32893437.016	0	40544857	0	200295514	161366881	161366881	77.744521496106	18.80091962412512	805319,591387,662371,864838,1200630,1720269,2509699,3747337,5395839,6857937,7244254,6718125,9442143,12285429,16199028,27361330,44465450,66929044,102246804,175048229,276573238,450701569,529028634,451932236,358612029,549953755,672043789,121186682	11.615	0	18328481	207560383	83482211	18.80091962412512	172068179	35367716	17.039718062284244	1	4.81787347033782E-7
